time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
16017,-5.94,1.62,7.69,-6.78,4.08,-0.93
16018,-6.14,1.63,7.42,-4.71,7.64,0.91
16019,-6.03,1.44,7.61,-1.46,8.43,2.48
16020,-6.02,1.2,8.16,1.55,6.74,3.04
16021,-5.96,1.04,8.58,2.55,4.17,3.04
16022,-5.77,0.94,8.72,3.3,3.2,2.98
16023,-5.94,1.01,8.69,4.55,4.2,3.36
16024,-5.99,0.88,8.69,6.43,4.39,3.45
16025,-5.51,0.86,8.91,8.18,3.48,4.08
16027,-5.24,0.78,8.72,9.59,2.73,4.2
16028,-5.2,0.68,8.52,11.06,2.45,3.89
16029,-4.87,0.78,8.71,10.09,2.29,4.86
16030,-4.71,0.97,8.73,9.0,1.76,6.3
16031,-4.58,1.16,8.48,10.22,1.67,6.99
16032,-4.78,1.27,8.08,12.47,3.7,7.46
16033,-5.4,1.35,7.75,15.01,6.3,7.02
16034,-5.67,1.78,8.35,17.26,6.58,6.67
16035,-5.49,2.06,8.91,16.73,4.33,7.36
16037,-5.06,2.15,9.06,15.54,1.29,7.92
16038,-3.83,1.89,9.78,17.67,-4.37,6.36
16039,-2.36,1.31,10.87,15.48,-10.6,6.2
16040,-2.59,1.38,9.4,10.59,-7.03,8.27
16041,-4.26,1.51,7.04,10.66,4.58,9.02
16042,-6.02,1.41,5.59,13.69,13.87,8.36
16043,-7.42,1.21,6.46,13.88,15.19,7.64
16045,-7.12,1.71,7.4,11.97,10.59,7.89
16046,-6.69,1.95,8.19,10.0,5.61,8.55
16047,-6.19,1.94,8.81,9.72,4.14,7.8
16048,-6.02,1.98,9.19,10.56,4.2,7.05
16049,-6.25,1.98,9.22,11.97,4.45,6.42
16050,-6.21,1.6,9.3,13.75,3.54,5.51
16051,-5.83,1.35,9.01,16.13,2.14,5.33
16052,-5.47,1.28,8.17,18.29,0.54,5.61
16054,-5.14,1.32,8.14,19.11,0.1,5.7
16055,-4.78,1.44,8.03,19.23,1.04,6.14
16056,-4.72,1.46,7.96,19.04,2.64,6.55
16057,-4.73,1.5,8.16,19.92,2.48,6.39
16058,-4.7,1.61,8.32,20.26,1.7,6.11
16059,-4.91,1.68,8.09,18.89,2.7,6.3
16060,-5.48,1.88,7.82,17.79,3.61,6.77
16061,-5.45,1.89,8.07,18.35,3.86,6.64
16062,-5.33,2.01,8.22,20.14,3.11,6.27
16064,-5.31,2.21,8.38,21.73,2.04,6.36
16065,-5.28,2.26,8.59,22.67,0.82,6.67
16066,-4.03,2.44,9.26,24.21,-3.5,7.05
16067,-1.85,1.57,10.91,22.24,-10.82,6.92
16068,-1.98,0.88,9.65,21.3,-8.66,5.51
16069,-4.12,0.63,6.82,26.21,2.54,3.79
16070,-7.62,1.62,5.68,30.97,11.24,4.04
16072,-7.7,2.21,6.82,30.53,10.77,5.58
16073,-7.19,2.63,7.89,26.02,4.8,5.3
16074,-6.64,2.82,8.36,19.39,0.54,3.82
16075,-6.53,3.13,8.44,12.22,-0.06,2.76
16076,-5.93,2.97,8.75,8.71,-0.15,1.41
16077,-4.83,2.46,8.81,7.81,-1.31,0.44
16078,-3.74,1.64,8.61,6.43,-2.06,1.04
16079,-4.24,1.42,7.78,6.59,-0.46,1.82
16081,-5.03,1.37,6.88,9.87,3.29,1.88
16082,-5.67,1.46,6.54,14.22,6.55,2.26
16083,-6.16,1.63,6.87,17.01,7.52,2.64
16084,-6.07,1.79,7.6,18.42,5.45,2.38
16085,-5.83,1.98,8.29,18.79,2.39,1.67
16086,-5.21,2.21,8.92,17.89,0.26,0.91
16087,-4.71,1.93,8.85,16.32,0.7,0.32
16088,-5.12,1.97,8.47,15.1,1.98,-0.06
16090,-5.47,1.99,8.23,14.38,2.29,-0.09
16091,-5.59,2.0,7.89,14.57,1.73,-0.46
16092,-5.35,2.06,7.81,15.66,0.48,-1.18
16093,-4.74,1.95,8.03,15.1,-0.34,-1.68
16094,-4.6,1.88,7.99,13.66,0.73,-1.65
16095,-5.57,2.32,7.45,13.28,2.98,-1.97
16096,-5.4,2.41,7.6,12.66,4.33,-1.97
16098,-5.0,2.15,7.82,11.31,3.48,-2.12
16099,-4.75,2.0,7.99,10.12,1.6,-2.9
16100,-4.67,2.13,8.04,9.59,1.23,-3.66
16101,-4.89,2.24,7.93,9.4,2.17,-3.62
16102,-5.21,2.3,7.77,9.59,3.79,-3.37
16103,-5.26,2.24,7.84,10.69,4.04,-3.94
16104,-4.82,2.0,8.09,10.94,2.92,-4.63
16106,-4.76,1.9,8.13,9.78,1.76,-5.6
16107,-5.01,1.94,7.96,7.96,2.04,-5.97
16108,-5.38,2.14,7.68,6.37,3.95,-5.38
16109,-5.65,2.13,7.58,6.71,5.14,-5.06
16110,-5.53,1.96,7.83,8.03,3.98,-5.94
16111,-5.37,2.01,8.07,8.21,2.23,-6.69
16112,-5.31,2.14,8.12,6.59,1.04,-6.85
16114,-5.35,2.07,7.96,4.96,1.04,-6.82
16115,-5.34,1.88,7.84,3.93,1.7,-6.94
16116,-5.37,1.84,7.91,4.68,2.07,-7.04
16117,-5.36,1.88,7.92,6.52,1.76,-6.97
16118,-5.3,1.92,8.02,8.18,1.29,-6.57
16119,-5.23,1.89,7.98,9.34,1.01,-6.35
16120,-5.43,1.87,8.06,8.9,0.88,-6.41
16122,-5.55,1.68,7.99,6.99,1.2,-6.5
16123,-5.66,1.66,7.99,5.4,1.95,-6.35
16124,-5.56,1.94,8.12,6.56,1.88,-6.16
16125,-5.41,1.97,8.18,8.81,1.42,-6.0
16126,-5.28,1.85,8.22,9.84,1.26,-5.72
16127,-5.15,1.78,8.27,10.06,1.04,-5.88
16128,-4.95,1.37,8.31,9.15,0.95,-6.69
16129,-4.99,1.35,8.32,7.43,0.73,-7.25
16131,-5.02,1.52,8.14,7.02,0.79,-7.32
16132,-5.2,1.73,7.92,9.22,1.32,-6.63
16133,-5.33,1.93,7.8,12.25,1.79,-5.94
16134,-5.38,2.17,7.9,13.53,2.2,-5.16
16135,-5.43,2.03,7.98,12.5,2.95,-4.5
16136,-5.65,1.96,8.05,10.44,3.64,-4.25
16137,-5.52,1.9,8.19,9.78,3.36,-4.66
16139,-5.41,1.78,8.24,10.25,2.42,-5.38
16140,-5.29,1.76,8.11,10.56,1.2,-6.35
16141,-5.03,1.85,8.28,10.37,0.51,-6.75
16142,-4.76,1.74,8.39,8.68,1.29,-7.32
16143,-4.71,1.51,8.24,6.31,2.51,-8.29
16144,-4.72,1.61,8.27,4.9,2.35,-8.79
16145,-4.93,1.81,8.01,5.43,2.42,-8.66
16147,-5.14,1.98,7.72,8.4,2.89,-8.63
16148,-5.37,2.21,7.55,11.5,3.7,-8.13
16149,-5.49,2.35,7.76,11.16,4.73,-7.32
16150,-5.48,2.21,7.84,8.9,4.7,-7.25
16151,-5.27,2.0,7.85,6.65,3.48,-8.26
16152,-5.23,1.9,7.93,5.3,2.42,-9.29
16153,-4.92,1.83,8.31,4.55,1.45,-10.48
16155,-5.02,1.72,8.34,3.24,2.04,-11.01
16156,-5.06,1.51,8.19,1.42,3.2,-11.23
16157,-5.2,1.39,8.09,2.02,3.2,-11.32
16158,-5.21,1.36,7.97,5.49,2.86,-11.04
16159,-5.32,1.5,7.93,9.56,2.79,-10.42
16160,-5.42,1.6,8.04,11.84,2.92,-9.41
16161,-5.66,1.58,7.93,13.0,3.17,-8.41
16163,-5.67,1.51,7.98,13.97,2.57,-8.32
16164,-5.58,1.64,8.17,14.54,1.42,-8.48
16165,-5.45,1.74,8.26,14.85,0.79,-8.44
16166,-5.38,1.79,8.27,14.47,1.1,-8.54
16167,-5.46,1.67,8.22,12.69,1.82,-8.48
16168,-5.62,1.69,7.96,11.25,2.32,-8.63
16169,-5.37,1.78,7.91,11.09,1.98,-9.07
16171,-5.28,1.81,8.08,10.84,0.98,-9.2
16172,-5.21,1.84,7.99,10.87,0.76,-9.54
16173,-5.18,1.94,7.77,10.66,2.26,-9.57
16174,-5.43,2.1,7.7,9.28,3.36,-9.16
16175,-5.53,2.11,7.69,7.46,3.36,-8.6
16176,-5.37,2.14,7.73,6.96,3.2,-8.16
16177,-5.16,1.99,7.73,7.96,3.36,-8.6
16178,-5.22,1.9,7.95,8.0,3.26,-9.32
16180,-5.41,2.07,7.84,7.31,4.01,-9.13
16181,-5.57,2.07,7.94,7.56,3.95,-8.76
16182,-5.37,2.1,8.08,8.09,3.07,-8.54
16183,-5.47,2.04,8.08,7.87,2.82,-8.63
16184,-5.53,1.97,8.16,6.43,3.26,-9.04
16185,-5.39,1.86,8.34,4.05,3.67,-9.79
16186,-5.2,1.7,8.18,1.3,3.14,-10.23
16188,-5.15,1.44,7.86,0.39,2.73,-10.54
16189,-5.2,1.45,7.86,1.89,2.79,-11.26
16190,-5.1,1.72,8.02,4.49,2.23,-11.57
16191,-5.06,1.82,8.08,5.77,2.29,-10.79
16192,-5.06,1.58,7.9,6.4,3.51,-10.42
16193,-5.16,1.45,7.88,7.24,3.95,-10.63
16194,-5.4,1.53,8.01,7.84,3.86,-10.89
16196,-5.46,1.49,8.12,8.09,3.17,-11.51
16197,-5.48,1.5,8.31,6.87,2.67,-11.98
16198,-5.45,1.4,8.36,4.49,2.54,-12.58
16199,-5.34,1.34,8.27,2.89,2.51,-13.14
16200,-5.41,1.43,8.08,3.68,2.2,-13.36
16201,-5.47,1.58,7.92,6.62,2.04,-13.11
16202,-5.94,1.8,7.92,8.59,2.04,-12.64
16203,-6.01,1.82,7.9,8.5,2.23,-12.54
16205,-5.83,2.03,7.88,7.68,2.1,-12.61
16206,-5.44,2.17,7.71,7.18,2.48,-12.2
16207,-5.11,2.23,7.98,7.78,2.07,-11.92
16208,-4.81,2.37,8.3,8.43,1.17,-11.82
16209,-4.56,2.37,8.36,6.96,2.29,-10.89
16210,-4.76,2.27,7.95,5.12,4.26,-9.95
16211,-5.52,1.81,7.63,5.08,4.86,-10.17
16213,-5.64,1.95,7.71,5.71,4.04,-9.82
16214,-5.62,2.0,7.9,7.12,2.79,-9.1
16215,-5.45,2.0,8.09,9.0,2.45,-8.44
16216,-5.48,2.14,8.26,9.09,2.79,-7.66
16217,-5.71,2.07,8.25,8.28,3.29,-7.51
16218,-5.6,1.94,8.17,7.87,3.76,-7.94
16219,-5.08,1.81,8.09,7.46,3.23,-8.51
16221,-4.74,1.6,8.09,6.43,2.67,-9.48
16222,-4.67,1.42,7.99,4.77,3.32,-10.38
16223,-4.65,1.4,7.85,2.86,5.2,-10.35
16224,-4.78,1.4,7.72,2.08,6.52,-10.1
16225,-5.09,1.47,7.58,3.21,6.86,-10.04
16226,-5.48,1.65,7.6,5.46,6.7,-9.51
16227,-5.76,1.99,7.89,7.71,6.92,-7.91
16228,-6.35,2.67,7.88,10.94,6.42,-6.07
16230,-6.19,2.83,8.21,12.44,5.36,-4.47
16231,-6.1,2.6,8.37,9.84,4.64,-3.97
16232,-5.8,2.26,8.38,5.43,4.39,-4.97
16233,-5.27,2.01,8.44,2.8,3.73,-6.85
16234,-4.79,1.75,8.5,0.64,3.64,-8.04
16235,-4.69,1.51,8.01,-1.46,5.58,-9.13
16236,-5.08,1.28,7.38,-2.65,7.42,-9.79
16238,-5.32,1.64,7.35,-2.43,8.27,-8.85
16239,-5.35,1.91,7.49,-0.27,9.02,-7.16
16240,-5.42,2.16,7.8,2.36,9.33,-5.85
16241,-5.71,2.28,8.07,3.74,9.55,-4.47
16242,-6.18,2.15,7.65,4.68,9.68,-3.81
16243,-6.38,2.07,7.25,6.18,8.46,-2.62
16244,-5.07,1.82,8.76,5.55,8.08,-2.06
16245,-5.41,1.49,8.95,2.39,8.46,-3.56
16247,-5.57,1.79,9.06,-0.92,8.43,-4.75
16248,-5.57,1.39,8.96,-4.09,8.68,-5.28
16249,-5.43,1.4,8.53,-2.83,8.33,-5.03
16250,-5.12,1.53,8.18,1.92,7.77,-5.03
16251,-4.93,1.38,8.04,6.9,7.64,-4.78
16252,-4.95,1.51,8.0,9.31,8.49,-4.31
16253,-5.02,1.92,7.74,11.38,10.08,-3.47
16255,-5.19,1.96,7.76,11.47,11.15,-3.31
16256,-5.14,1.95,7.95,9.37,11.56,-3.81
16257,-5.09,1.8,8.02,6.02,11.74,-4.84
16258,-5.27,1.97,8.11,2.92,12.31,-5.56
16259,-5.46,2.14,8.24,0.51,12.75,-5.78
16260,-5.46,2.12,8.27,-0.99,13.15,-6.03
16261,-5.34,2.01,8.23,-1.83,13.34,-6.35
16262,-5.28,2.07,8.18,-2.24,13.68,-5.94
16264,-4.97,1.82,8.0,-1.14,15.0,-5.38
16265,-4.65,1.57,7.92,0.01,16.16,-5.6
16266,-4.52,1.4,8.17,-0.42,16.5,-6.16
16267,-4.45,1.32,8.16,0.17,17.28,-7.79
16268,-3.71,0.9,8.57,2.86,16.25,-11.04
16269,-1.77,-0.17,9.22,4.08,14.69,-14.36
16271,-3.86,-0.39,6.86,3.14,18.88,-16.93
16272,-5.79,0.53,5.78,1.92,26.64,-16.8
16273,-6.77,1.58,6.22,0.39,29.9,-14.27
16274,-6.98,2.44,7.48,-0.14,27.89,-11.76
16275,-6.93,3.1,8.64,1.89,23.51,-9.73
16276,-6.92,3.6,9.34,4.4,21.13,-7.85
16277,-6.09,3.38,9.62,5.15,20.66,-6.72
16278,-5.12,2.41,9.32,3.18,20.82,-6.63
16280,-4.46,1.48,8.51,-0.99,22.23,-7.44
16281,-4.3,1.06,7.41,-3.49,24.7,-8.6
16282,-4.5,1.19,6.74,-2.4,26.8,-8.73
16283,-4.59,1.43,6.86,-1.61,28.11,-7.85
16284,-4.8,1.59,7.39,-1.08,29.24,-6.85
16285,-5.22,1.78,8.45,0.98,30.08,-6.6
16287,-5.32,1.82,8.65,4.21,30.3,-6.53
16288,-5.49,1.78,8.93,4.43,30.08,-6.38
16289,-5.56,1.63,8.87,3.39,29.55,-6.41
16290,-5.53,1.68,8.61,3.21,29.49,-6.82
16291,-5.55,1.67,8.31,4.21,29.61,-6.85
16292,-5.45,1.8,8.28,5.43,29.8,-6.66
16293,-5.03,1.3,7.98,4.68,30.8,-6.79
16294,-4.7,1.35,8.05,3.71,32.12,-6.97
16296,-4.59,1.79,8.4,6.02,32.68,-6.82
16297,-4.75,1.83,8.36,9.12,33.56,-6.41
16298,-4.96,1.67,8.11,10.37,35.06,-6.25
16299,-5.05,1.65,8.08,10.06,36.28,-6.72
16300,-4.96,1.68,8.17,9.31,36.78,-7.29
16301,-4.94,1.69,8.26,8.43,37.44,-6.97
16302,-4.99,1.68,8.12,8.25,38.66,-6.94
16304,-5.07,1.76,8.23,8.34,39.6,-6.69
16305,-5.12,1.87,8.37,8.65,40.85,-5.91
16306,-4.93,1.71,8.36,9.06,42.48,-5.35
16307,-4.71,1.45,8.47,11.41,42.95,-6.25
16308,-4.71,1.15,8.43,13.47,42.57,-7.76
16309,-4.81,1.04,8.33,13.6,43.07,-8.07
16310,-4.82,1.37,8.56,14.32,43.98,-8.35
16312,-5.0,1.44,8.44,16.85,45.17,-9.07
16313,-5.2,1.67,8.34,18.7,46.11,-9.13
16314,-5.25,1.82,8.26,19.54,46.92,-8.6
16315,-5.22,1.85,8.16,18.92,48.02,-8.63
16316,-5.14,1.79,8.08,18.26,49.11,-8.88
16317,-5.03,1.92,8.08,17.98,50.8,-8.69
16318,-5.21,2.22,7.98,18.17,52.62,-8.16
16319,-5.11,2.23,8.1,18.61,54.12,-7.47
16321,-5.1,2.04,8.13,18.76,55.78,-7.19
16322,-5.03,1.85,8.33,18.61,56.97,-7.44
16323,-4.92,1.66,8.43,19.48,57.78,-8.19
16324,-4.99,1.58,8.34,21.67,59.13,-8.73
16325,-5.1,1.65,8.26,23.02,60.41,-8.1
16326,-5.01,1.74,8.36,23.93,61.85,-7.13
16327,-4.94,1.74,8.3,25.62,64.1,-6.72
16329,-5.0,1.71,8.47,26.24,65.64,-6.88
16330,-4.95,1.66,8.48,26.62,67.42,-7.1
16331,-4.87,1.53,8.47,27.87,68.74,-7.69
16332,-4.71,1.38,8.41,29.09,69.89,-8.44
16333,-4.72,1.31,8.41,29.28,71.58,-8.94
16334,-4.64,1.15,8.24,28.59,73.71,-9.88
16335,-4.46,1.08,8.12,28.68,76.12,-11.1
16337,-4.58,1.29,8.07,31.88,79.41,-11.79
16338,-4.57,1.41,8.25,35.57,83.1,-11.54
16339,-4.74,1.62,8.28,38.57,85.73,-10.95
16340,-5.0,1.65,8.34,40.36,86.51,-10.63
16341,-5.05,1.54,8.34,41.58,86.86,-10.98
16342,-5.03,1.7,8.34,42.39,88.61,-10.79
16343,-4.96,1.9,8.32,43.17,90.74,-10.17
16344,-4.79,1.86,8.48,44.74,93.09,-9.98
16346,-4.53,1.84,8.78,45.21,95.15,-10.32
16347,-4.37,1.71,8.78,44.18,96.59,-11.61
16348,-4.23,1.6,8.54,41.83,99.0,-14.05
16349,-4.15,1.31,8.25,37.67,102.29,-16.55
16350,-4.12,0.93,8.21,33.6,105.17,-19.09
16351,-3.89,0.83,8.11,32.25,107.51,-21.34
16352,-4.09,0.97,7.93,33.57,110.71,-23.19
16354,-4.18,0.97,7.97,34.69,113.15,-24.34
16355,-4.14,0.81,8.34,34.22,114.62,-25.31
16356,-4.28,0.91,8.36,34.91,117.28,-26.16
16357,-4.59,1.09,8.06,37.76,121.47,-26.63
16358,-4.67,1.21,8.01,42.27,124.45,-26.32
16359,-4.8,1.66,8.0,46.49,128.45,-24.94
16360,-5.23,2.07,7.9,50.09,131.8,-22.65
16362,-5.56,2.36,7.64,53.94,134.71,-20.71
16363,-5.86,2.9,7.39,58.82,138.78,-18.21
16364,-5.95,3.12,7.59,62.17,142.07,-15.61
16365,-5.92,3.06,7.8,62.45,143.66,-13.51
16366,-5.75,3.1,8.2,60.86,144.16,-12.17
16367,-5.42,3.0,8.54,57.51,144.41,-11.98
16368,-4.78,2.3,8.9,51.84,145.38,-12.76
16369,-4.46,2.15,8.89,44.99,146.73,-13.86
16371,-4.36,1.69,9.31,40.92,147.11,-15.45
16372,-4.51,0.15,10.55,40.48,143.91,-18.62
16373,-4.47,-0.31,10.66,41.39,141.07,-21.62
16374,-4.36,-0.19,10.19,43.02,141.03,-23.81
16375,-4.16,-0.44,9.5,44.46,144.73,-25.69
16376,-4.23,-0.13,7.11,49.93,151.3,-27.38
16378,-4.43,0.31,6.37,59.64,160.16,-27.88
16379,-4.64,0.57,6.21,67.59,167.23,-27.29
16380,-4.68,0.79,6.64,73.41,171.46,-26.69
16381,-4.67,1.15,7.31,77.35,173.05,-25.97
16382,-4.58,1.58,7.71,79.45,174.71,-24.56
16383,-4.55,1.92,8.07,79.13,176.49,-23.84
16384,-4.65,2.22,8.82,76.94,177.81,-24.03
16386,-4.82,2.28,9.01,73.94,178.87,-25.16
16387,-4.87,2.53,8.84,70.84,180.0,-27.03
16388,-4.99,2.66,8.6,67.24,182.38,-28.85
16389,-4.93,2.83,8.37,62.27,185.48,-30.32
16390,-4.73,3.03,8.35,57.01,187.98,-31.67
16391,-4.65,2.99,8.36,51.56,190.42,-33.67
16392,-4.82,2.99,8.34,47.05,192.99,-35.55
16393,-4.77,2.95,8.13,45.21,196.15,-36.74
16395,-4.78,2.79,8.07,44.18,199.15,-37.36
16396,-4.73,2.69,8.12,42.67,201.78,-38.49
16397,-4.73,2.58,8.01,40.95,204.66,-40.02
16398,-4.63,2.34,8.06,38.98,208.79,-41.53
16399,-4.48,2.25,7.95,37.32,213.8,-43.15
16400,-3.93,2.41,7.58,37.01,218.0,-45.0
16401,-3.75,2.51,7.91,38.23,220.69,-46.41
16403,-3.55,2.73,7.57,38.23,224.63,-46.82
16404,-3.47,2.9,7.1,37.51,230.67,-46.66
16405,-3.61,3.15,6.75,38.17,236.81,-46.75
16406,-3.71,3.14,7.15,41.11,242.5,-47.57
16407,-3.89,3.05,6.96,41.86,247.45,-48.32
16408,-3.98,3.31,6.77,39.73,252.11,-48.47
16409,-3.59,3.57,7.03,33.78,257.9,-48.29
16411,-3.42,3.21,7.87,27.87,261.84,-48.07
16412,-3.5,3.2,7.62,26.09,266.54,-50.51
16413,-3.75,3.56,7.34,25.37,271.92,-53.29
16414,-3.79,4.08,7.19,21.58,277.81,-52.92
16415,-3.94,4.19,7.39,15.88,282.66,-51.04
16416,-4.12,4.08,7.6,13.25,287.38,-50.35
16417,-3.91,4.63,7.47,10.91,293.61,-49.38
16419,-3.76,4.63,7.47,8.65,299.12,-48.66
16420,-3.71,4.09,7.61,7.49,304.25,-49.57
16421,-4.05,3.81,6.81,4.11,312.23,-51.45
16422,-4.01,4.15,6.39,-2.9,319.53,-52.57
16423,-3.61,4.33,7.11,-10.56,324.22,-53.73
16424,-3.54,3.81,7.65,-14.48,327.44,-57.08
16425,-4.6,2.96,8.09,-17.48,330.95,-61.78
16427,-5.65,3.3,7.38,-22.3,338.05,-66.69
16428,-7.02,3.43,6.54,-24.99,346.44,-70.51
16429,-8.19,3.32,6.17,-25.59,353.77,-74.92
16430,-8.78,2.83,6.78,-25.06,356.14,-79.74
16431,-9.18,2.45,7.79,-23.87,354.61,-84.62
16432,-9.2,2.37,8.4,-21.74,354.05,-88.03
16433,-9.05,1.75,9.05,-16.35,354.17,-93.35
16435,-8.74,1.46,10.11,-9.91,352.2,-99.52
16436,-8.5,1.98,10.56,-6.15,349.95,-105.44
16437,-8.58,2.76,10.48,-7.59,348.95,-110.35
16438,-9.13,3.46,10.49,-12.19,346.97,-116.2
16439,-9.25,4.11,10.58,-16.14,349.54,-122.31
16440,-9.6,5.19,8.8,-19.42,353.86,-129.28
16442,-9.4,5.06,10.12,-30.06,354.02,-138.83
16443,-9.01,5.73,10.06,-45.09,354.55,-146.72
16444,-8.09,5.48,9.91,-60.36,359.15,-155.2
16445,-6.42,4.99,9.86,-71.85,362.94,-164.4
16446,-4.34,5.02,12.63,-86.96,360.87,-174.98
16447,-2.54,4.69,13.7,-99.58,360.06,-185.9
16448,-3.59,4.87,14.11,-113.38,360.24,-198.83
16450,-3.74,5.47,13.34,-126.4,364.28,-212.88
16451,-3.45,6.14,11.98,-130.75,376.24,-222.4
16452,-3.35,6.53,10.65,-125.9,390.92,-230.69
16453,-7.48,4.92,6.55,-106.37,401.59,-242.33
16454,-13.15,4.02,6.59,-90.31,410.88,-249.59
16455,-13.33,5.03,6.96,-92.44,419.8,-247.59
16457,-11.71,3.84,3.91,-90.19,432.45,-246.06
16458,-10.16,4.72,4.83,-75.91,445.09,-246.78
16459,-7.49,6.12,5.13,-50.97,462.24,-245.52
16460,-5.91,7.88,4.78,-28.09,478.27,-242.93
16461,-5.2,9.11,5.41,-13.01,499.86,-239.39
16462,-1.66,9.54,6.31,-7.72,523.02,-235.6
16463,-0.94,8.39,7.17,-9.66,541.61,-235.45
16465,-2.2,8.16,8.7,-17.7,552.66,-240.86
16466,-4.43,7.95,9.45,-27.9,560.64,-250.56
16467,-7.42,7.67,9.3,-43.49,571.69,-261.83
16468,-10.22,7.35,9.24,-64.21,582.36,-273.75
16469,-12.68,6.23,9.29,-86.05,589.94,-286.05
16470,-12.38,3.97,10.61,-106.18,597.29,-297.51
16472,-8.35,2.46,13.59,-115.63,600.99,-304.68
16473,-6.42,1.72,15.22,-115.32,599.01,-307.21
16474,-7.8,2.23,14.97,-108.75,597.95,-303.02
16475,-15.06,3.5,11.85,-127.77,612.28,-286.49
16476,-25.46,3.44,8.43,-150.59,618.89,-274.29
16477,-25.53,1.8,14.96,-151.59,607.62,-270.97
16479,-22.02,1.4,15.15,-145.74,604.52,-270.84
16480,-18.61,1.04,14.85,-144.3,610.41,-268.72
16481,-15.99,2.08,14.1,-142.73,612.41,-262.74
16482,-14.86,2.66,13.43,-133.19,607.84,-253.91
16483,-15.4,2.33,11.57,-122.36,603.46,-247.46
16484,-18.48,0.43,12.06,-110.87,597.04,-243.18
16485,-18.9,-0.86,12.21,-97.13,593.26,-241.46
16487,-18.92,-1.48,12.6,-84.93,590.81,-240.49
16488,-18.95,-0.11,13.17,-79.89,586.06,-240.2
16489,-18.1,-1.36,12.38,-74.51,581.55,-248.03
16490,-16.52,-7.24,13.0,-80.86,575.29,-270.31
16491,-8.18,-5.81,15.32,-80.86,564.12,-284.83
16493,-7.08,-1.69,13.36,-82.8,551.07,-285.21
16494,-8.46,-2.67,12.99,-80.01,536.26,-289.28
16495,-8.58,-5.43,19.78,-67.9,507.47,-295.1
16496,-6.85,-9.21,25.67,-52.35,481.27,-294.35
16497,-6.83,-11.25,24.23,-29.37,492.73,-283.68
16498,-20.11,-1.28,1.36,4.36,528.78,-262.89
16500,-22.39,-0.25,-3.04,39.11,552.35,-243.96
16501,-19.13,-0.13,-2.7,56.85,550.66,-237.01
16502,-15.09,2.56,0.12,53.63,549.5,-231.6
16503,-12.05,4.74,2.43,40.98,561.18,-227.97
16504,-12.75,6.49,2.01,28.24,580.61,-228.94
16505,-16.15,8.15,0.6,13.79,600.45,-232.07
16506,-27.54,8.96,-4.51,-0.67,617.42,-235.35
16508,-32.61,10.01,-4.82,-9.22,625.52,-236.04
16509,-33.5,12.06,-1.91,-21.99,626.93,-229.47
16510,-31.5,13.49,1.49,-36.92,627.31,-215.45
16511,-30.38,13.63,4.38,-43.4,627.84,-202.49
16512,-31.3,12.32,6.88,-47.03,624.21,-193.04
16513,-32.33,2.07,11.49,-52.38,616.54,-192.1
16515,-31.85,-1.54,12.48,-58.32,607.71,-197.61
16516,-31.91,-2.07,12.91,-58.42,598.61,-201.49
16517,-31.97,-1.89,13.26,-54.63,587.0,-203.46
16518,-31.88,-1.43,13.36,-52.94,573.48,-205.34
16519,-31.52,-1.4,13.42,-57.29,564.21,-207.31
16520,-29.96,1.02,12.54,-63.77,557.2,-207.94
16522,-30.0,1.59,12.28,-69.47,547.0,-208.59
16523,-30.74,1.97,12.13,-75.04,535.98,-209.19
16524,-31.36,2.72,11.65,-81.17,526.15,-209.25
16525,-31.94,3.24,11.87,-87.56,516.26,-209.28
16526,-32.31,3.73,12.37,-96.01,506.53,-209.72
16527,-32.69,4.75,13.13,-107.15,500.8,-209.69
16528,-33.39,4.95,13.53,-121.11,497.73,-209.03
16530,-34.28,5.11,14.31,-136.41,493.32,-208.75
16531,-35.13,5.31,15.04,-146.62,488.81,-208.37
16532,-35.91,6.1,15.76,-153.91,485.53,-205.24
16533,-36.18,7.61,16.47,-156.41,484.84,-197.23
16534,-35.88,9.43,16.26,-149.84,487.47,-184.02
16535,-33.61,13.39,13.49,-125.27,495.29,-164.4
16537,-31.9,14.48,10.16,-85.05,509.85,-143.99
16538,-31.54,14.73,5.5,-31.41,542.24,-122.37
16539,-29.82,14.77,-0.21,15.48,582.83,-103.59
16540,-28.88,15.81,-4.56,58.85,619.8,-80.24
16541,-32.48,22.95,-4.98,69.46,644.21,-23.97
16542,-30.35,32.04,-6.29,38.6,674.28,37.91
16544,-37.87,23.83,27.81,-91.59,628.53,50.8
16545,-40.48,15.17,76.34,-286.52,499.02,12.68
16546,-51.59,0.8,78.78,-434.71,369.01,-75.86
16547,-56.78,-5.22,78.78,-470.86,265.88,-173.41
16548,-56.14,-3.89,78.78,-409.7,161.25,-226.65
16549,-49.11,7.12,51.34,-334.78,86.98,-219.27
16550,-44.82,6.93,40.38,-266.7,34.56,-189.6
16552,-40.08,6.08,35.56,-217.22,1.92,-167.25
16553,-34.44,5.86,35.84,-171.4,-31.29,-151.82
16554,-28.36,6.94,38.4,-124.83,-65.78,-138.27
16555,-23.26,8.0,40.15,-75.1,-98.08,-126.37
16556,-13.84,9.18,39.27,-34.85,-127.53,-119.3
16557,-8.96,10.68,37.04,-0.86,-160.42,-114.57
16559,-4.25,13.2,34.46,34.1,-195.23,-109.03
16560,0.83,18.08,30.44,75.13,-212.22,-94.95
